栅格ID,小区ID,天线水平倾斜角,天线垂直倾斜角,距离,天线高度,RSRP
2314,481372_101509,125931787,64,356,574,29,-97
2493,481376_101514,17854861,54,349,669,26,-104
2233,481375_101512,125890571,322,348,540,25,-102
2781,481420_101495,125870872,51,358,1104,45,-103
3173,481418_101451,17854861,99,162,2217,26,-122
1270,481380_101477,125870872,115,156,317,45,-118
824,481354_101518,17854861,13,352,239,26,-94
2243,481360_101529,125931787,5,353,543,29,-110
3019,481420_101523,125931787,50,351,1707,29,-87
1683,481362_101518,125931787,34,355,386,29,-87
1961,481389_101497,125870872,29,1,442,45,-96
965,481372_101498,125870872,325,6,263,45,-106
2445,481307_101525,125890330,299,356,641,32,-75
3347,481439_101444,125890330,230,170,3883,32,-96
115,481336_101529,125932299,80,58,84,25,-108
2727,481378_101538,17854861,18,347,984,26,-96
2857,481425_101477,125870872,71,1,1233,45,-103
87,481335_101528,125932299,102,114,73,25,-120
927,481377_101497,125870872,354,5,256,45,-100
2645,481382_101499,17854861,78,354,856,26,-105
382,481309_101549,125890330,6,3,154,32,-71
1468,481301_101553,125890330,24,356,349,32,-100
2221,481323_101549,125932299,317,346,533,25,-85
520,481361_101495,125890571,37,355,179,25,-108
2890,481293_101498,17854861,227,164,1292,26,-109
2939,481355_101581,125932299,8,344,1387,25,-114
298,481338_101528,125932299,88,81,133,25,-106
912,481369_101497,125870872,308,11,254,45,-108
2279,481369_101501,17854861,83,10,560,26,-110
3142,481427_101547,125931787,35,350,2052,29,-94
485,481317_101556,125890330,110,144,173,32,-106
3231,481411_101411,125890571,53,345,2570,25,-74
543,481360_101494,125890571,47,356,183,25,-99
2335,481375_101515,125890571,316,348,585,25,-102
787,481362_101493,125890571,42,353,231,25,-111
475,481328_101535,125932299,305,357,172,25,-100
1276,481367_101493,125890571,26,350,318,25,-103
3028,481390_101420,125870872,135,172,1740,45,-94
582,481311_101543,125890330,316,4,192,32,-106
726,481375_101496,125870872,344,7,219,45,-92
679,481364_101497,125890571,14,352,210,25,-107
2586,481387_101512,125890571,333,347,786,25,-108
1542,481301_101544,125890330,349,356,362,32,-114
3002,481258_101510,125890330,335,352,1654,32,-90
2057,481393_101489,125870872,55,4,468,45,-115
2816,481301_101493,17854861,219,164,1156,26,-90
3150,481406_101540,125890330,196,170,2101,32,-103
2725,481312_101489,17854861,209,164,979,26,-98
1590,481347_101536,125932299,51,349,369,25,-105
2437,481372_101522,125931787,35,353,637,29,-88
2779,481419_101499,125870872,46,358,1103,45,-113
2893,481353_101578,125932299,8,344,1300,25,-113
1085,481363_101491,125890571,45,352,284,25,-106
1385,481332_101543,125932299,342,347,336,25,-109
1467,481367_101509,125890571,316,350,348,25,-94
3037,481375_101594,125890330,152,169,1770,32,-112
522,481375_101481,125870872,131,153,179,45,-112
2636,481365_101514,125932299,99,153,844,25,-109
2986,481290_101490,125890330,303,353,1599,32,-81
2950,481409_101471,125890571,24,346,1431,25,-100
1697,481356_101524,17854861,3,349,388,26,-121
3144,481406_101483,125932299,106,160,2058,25,-120
3245,481429_101512,125890330,208,170,2780,32,-122
983,481344_101531,125932299,67,357,266,25,-96
696,481364_101486,125870872,230,156,213,45,-105
3300,481425_101614,125890571,295,345,3274,25,-127
1743,481350_101485,125890571,103,151,397,25,-97
3057,481343_101437,125931787,152,168,1851,29,-92
2199,481370_101510,17854861,62,352,527,26,-102
154,481373_101491,125870872,333,26,95,45,-90
3266,481414_101474,125890330,227,170,2953,32,-124
1392,481301_101549,125890330,8,356,337,32,-117
644,481341_101532,125932299,58,356,204,25,-109
3296,481454_101468,125932299,101,160,3199,25,-114
2494,481376_101519,125890571,311,348,670,25,-110
1591,481363_101487,125890571,55,351,369,25,-105
2461,481306_101525,125890330,301,356,648,32,-97
3156,481395_101423,125890571,58,346,2132,25,-124
566,481308_101552,125890330,29,2,189,32,-88
2785,481419_101500,125870872,44,358,1110,45,-120
394,481357_101506,125890571,280,32,155,25,-103
44,481373_101489,125870872,338,50,56,45,-91
548,481336_101523,125932299,134,152,185,25,-90
3154,481403_101523,125890330,207,170,2123,32,-102
203,481328_101530,125932299,264,110,109,25,-97
2054,481340_101512,125890571,214,161,468,25,-115
652,481354_101516,17854861,22,353,205,26,-94
2454,481363_101532,17854861,6,348,644,26,-113
121,481329_101530,125932299,266,100,86,25,-99
2396,481304_101527,125890330,307,355,620,32,-104
1177,481382_101496,125870872,17,4,300,45,-113
1993,481375_101500,125890571,354,348,449,25,-103
3112,481366_101435,125931787,135,168,1948,29,-104
2001,481296_101550,125890330,11,355,452,32,-113
2608,481390_101507,125890571,343,346,814,25,-109
737,481325_101535,125932299,291,1,222,25,-99
3178,481380_101426,125931787,128,168,2255,29,-72
2205,481370_101509,17854861,64,352,528,26,-108
186,481336_101527,125932299,107,130,105,25,-95
3316,481312_101668,125932299,335,343,3498,25,-122
3126,481301_101628,125890330,89,53,1999,32,-111
3108,481336_101434,125931787,157,169,1941,29,-92
2324,481353_101516,125932299,107,155,582,25,-92
2794,481268_101540,125890330,358,352,1122,32,-105
990,481353_101520,125931787,2,356,267,29,-98
2690,481380_101531,125931787,28,352,910,29,-102
486,481340_101529,125932299,77,22,173,25,-104
1023,481306_101543,125890330,336,358,273,32,-85
1101,481368_101500,125890571,354,349,288,25,-109
879,481343_101532,125932299,61,355,248,25,-67
876,481366_101502,125890571,344,351,247,25,-104
1492,481301_101545,125890330,353,356,354,32,-111
761,481329_101538,125932299,321,351,226,25,-106
3123,481265_101533,17854861,255,163,1977,26,-86
3305,481418_101452,125890330,233,170,3396,32,-82
842,481377_101479,125870872,123,156,241,45,-102
898,481341_101536,125932299,38,350,252,25,-97
1984,481328_101547,125932299,329,346,448,25,-112
1971,481384_101502,125870872,7,0,444,45,-100
3135,481262_101529,17854861,252,163,2019,26,-86
980,481383_101483,125870872,83,56,265,45,-101
3290,481355_101432,125890330,261,167,3076,32,-110
1180,481360_101513,17854861,50,353,301,26,-99
185,481312_101547,125890330,337,10,105,32,-84
2375,481373_101515,125931787,50,354,605,29,-100
685,481333_101538,125932299,347,349,211,25,-106
2179,481389_101502,125870872,18,0,519,45,-118
2820,481332_101460,125870872,206,172,1170,45,-109
1786,481366_101487,125890571,46,350,405,25,-110
2111,481366_101483,125890571,53,349,489,25,-112
3222,481241_101496,17854861,233,165,2479,26,-102
1856,481363_101519,125931787,32,354,419,29,-94
2121,481364_101482,125890571,60,350,491,25,-128
171,481336_101532,125932299,38,1,101,25,-86
1130,481359_101515,125931787,40,357,292,29,-95
210,481344_101514,17854861,287,29,111,26,-94
764,481360_101508,125890571,294,0,226,25,-102
489,481354_101508,17854861,80,35,173,26,-107
297,481318_101554,125890330,125,149,133,32,-104
811,481341_101535,125932299,42,351,237,25,-79
1572,481362_101516,125931787,40,355,366,29,-92
2061,481369_101506,125870872,318,2,470,45,-108
887,481358_101511,125931787,58,2,250,29,-101
1281,481361_101510,17854861,63,356,319,26,-98
1726,481361_101520,17854861,26,350,393,26,-82
1832,481298_101546,125890330,359,355,414,32,-96
3043,481312_101446,17854861,178,165,1815,26,-95
2531,481384_101510,125890571,335,347,703,25,-110
2448,481383_101504,125890571,346,347,641,25,-116
374,481338_101533,125932299,42,355,152,25,-91
1455,481356_101522,125931787,8,354,346,29,-104
3197,481417_101443,17854861,103,163,2341,26,-112
517,481311_101555,125890330,60,11,179,32,-98
1480,481362_101514,125931787,47,357,351,29,-102
2868,481353_101576,125932299,9,344,1253,25,-108
2153,481369_101511,17854861,59,351,503,26,-120
3209,481395_101489,125890330,227,169,2376,32,-101
1889,481360_101523,125931787,16,354,425,29,-103
2245,481396_101484,125870872,68,8,544,45,-119
68,481354_101502,125890571,233,134,66,25,-96
1478,481361_101505,17854861,82,16,351,26,-102
2444,481399_101496,125870872,42,0,640,45,-108
2867,481350_101577,125932299,5,344,1253,25,-85
2013,481351_101493,17854861,136,161,455,26,-90
3024,481294_101471,125932299,199,162,1717,25,-120
1608,481318_101536,125932299,279,7,373,25,-120
1120,481327_101540,125932299,316,349,291,25,-101
1278,481382_101497,125870872,14,3,318,45,-96
2698,481386_101501,17854861,74,351,928,26,-96
2186,481356_101530,125931787,354,353,522,29,-91
313,481333_101535,125932299,349,353,137,25,-83
1001,481304_101548,125890330,3,357,270,32,-95
1063,481326_101539,125932299,309,350,280,25,-95
1907,481374_101498,125890571,1,348,429,25,-99
2652,481391_101489,125890571,12,346,863,25,-93
525,481357_101493,125890571,71,11,180,25,-104
2580,481321_101580,125890330,109,164,779,32,-105
345,481360_101496,125890571,36,357,145,25,-94
2957,481385_101449,125890571,55,346,1447,25,-108
1690,481363_101516,125931787,41,355,387,29,-83
1854,481386_101499,125870872,19,1,418,45,-113
637,481329_101537,125932299,319,352,203,25,-106
38,481316_101551,125890330,108,110,53,32,-88
1053,481354_101489,125890571,91,105,278,25,-110
2309,481372_101510,17854861,62,351,573,26,-102
2753,481398_101515,125890571,334,346,1049,25,-101
561,481355_101509,125931787,71,18,187,29,-92
1463,481363_101488,125890571,53,351,347,25,-111
1158,481360_101512,17854861,54,354,297,26,-102
955,481357_101516,125931787,31,357,262,29,-87
1219,481386_101487,125870872,62,12,307,45,-100
960,481331_101540,125932299,336,348,263,25,-114
1292,481386_101484,125870872,74,24,320,45,-95
2200,481370_101512,17854861,57,351,527,26,-113
2953,481255_101536,125890330,357,352,1437,32,-96
1495,481355_101523,125931787,2,354,355,29,-84
1039,481359_101512,125931787,53,0,275,29,-104
436,481334_101536,125932299,357,351,164,25,-105
2798,481420_101499,125870872,46,358,1125,45,-112
2034,481392_101483,125870872,73,14,459,45,-111
1865,481367_101487,125890571,44,349,420,25,-110
3012,481294_101472,125932299,199,162,1696,25,-123
2228,481374_101513,125890571,319,348,536,25,-112
130,481312_101549,125890330,4,12,88,32,-91
2363,481326_101497,17854861,207,163,600,26,-98
2367,481381_101495,125890571,6,347,601,25,-90
3183,481411_101440,17854861,107,163,2305,26,-104
999,481316_101560,125890330,101,141,269,32,-127
1814,481298_101547,125890330,2,355,410,32,-92
2138,481294_101549,125890330,9,354,498,32,-112
76,481313_101550,125890330,23,20,68,32,-96
3235,481238_101473,125890330,325,351,2619,32,-98
1417,481302_101544,125890330,348,356,341,32,-125
95,481318_101551,125890330,153,144,77,32,-105
1018,481356_101518,125931787,20,356,272,29,-94
2156,481354_101530,17854861,349,348,505,26,-80
1273,481351_101523,17854861,347,350,318,26,-110
1265,481330_101542,125932299,332,348,316,25,-116
2035,481375_101496,125890571,6,348,460,25,-109
1220,481386_101488,125870872,57,10,307,45,-101
1354,481353_101487,125890571,94,129,331,25,-106
700,481331_101538,125932299,334,350,214,25,-111
1828,481365_101512,125931787,56,357,412,29,-105
3041,481334_101582,125931787,319,351,1808,29,-108
1552,481378_101474,125870872,128,163,364,45,-111
2184,481378_101498,125890571,0,347,521,25,-99
3118,481385_101504,125890330,223,169,1964,32,-108
482,481375_101494,125870872,348,10,172,45,-81
233,481352_101512,17854861,44,4,117,26,-94
3196,481246_101517,125931787,243,168,2341,29,-88
1174,481354_101521,17854861,3,350,300,26,-98
1841,481365_101513,125931787,52,356,415,29,-109
1135,481368_101502,125890571,345,350,292,25,-101
1739,481363_101517,17854861,38,350,396,26,-86
523,481308_101548,125890330,359,1,180,32,-76
1426,481319_101535,125932299,277,15,342,25,-106
1685,481388_101494,125870872,37,3,386,45,-94
2642,481379_101528,125931787,31,352,851,29,-88
1772,481323_101543,125932299,308,348,402,25,-95
724,481356_101514,125931787,39,359,219,29,-94
2113,481390_101499,125870872,26,0,489,45,-111
2897,481359_101583,125890330,151,169,1310,32,-112
1724,481370_101503,125870872,319,3,392,45,-104
2760,481417_101500,125870872,44,358,1065,45,-104
472,481359_101506,125890571,296,4,171,25,-103
347,481312_101554,125890330,61,17,146,32,-103
2063,481365_101520,125931787,32,354,471,29,-90
2569,481334_101477,125890571,126,161,761,25,-106
316,481361_101498,125890571,14,355,137,25,-90
386,481328_101534,125932299,300,1,154,25,-91
212,481318_101553,125890330,131,147,112,32,-104
36,481372_101487,125870872,206,112,51,45,-100
65,481357_101502,125890571,305,24,65,25,-103
2152,481369_101510,17854861,62,352,503,26,-95
143,481330_101527,125932299,213,145,92,25,-96
2187,481360_101528,17854861,6,348,522,26,-100
2663,481383_101499,17854861,78,354,877,26,-99
1942,481366_101509,125931787,65,359,437,29,-120
339,481372_101493,125870872,321,18,142,45,-105
479,481352_101516,17854861,12,354,172,26,-95
1943,481366_101513,17854861,53,351,437,26,-101
1374,481387_101490,125870872,50,7,334,45,-104
893,481358_101510,17854861,63,359,251,26,-92
3253,481241_101548,125890571,198,164,2904,25,-104
3215,481420_101547,125890330,191,170,2411,32,-90
2098,481365_101521,125931787,30,353,484,29,-87
1658,481362_101486,125890571,60,352,381,25,-104
3059,481342_101437,125931787,153,169,1853,29,-90
2232,481342_101510,125932299,137,159,538,25,-107
1536,481371_101498,125890571,2,348,360,25,-88
2310,481372_101512,17854861,57,350,573,26,-116
1637,481300_101554,125890330,26,356,378,32,-127
2158,481328_101566,125890330,136,166,507,32,-111
953,481384_101487,125870872,62,16,261,45,-96
2581,481381_101510,17854861,61,349,780,26,-113
19,481332_101531,125932299,327,23,44,25,-86
251,481336_101526,125932299,117,141,122,25,-97
1422,481357_101521,125931787,13,355,341,29,-101
3060,481341_101437,125931787,154,169,1854,29,-89
866,481353_101519,125931787,5,356,246,29,-90
1239,481338_101541,125932299,10,347,312,25,-106
2030,481365_101519,17854861,35,349,459,26,-98
1142,481384_101493,125870872,34,5,293,45,-97
1630,481328_101544,125932299,326,347,376,25,-102
653,481354_101516,125931787,22,358,205,29,-97
2970,481420_101445,125870872,101,167,1525,45,-94
1129,481359_101515,17854861,40,352,292,26,-91
1979,481325_101546,125932299,319,347,446,25,-88
2759,481323_101547,125931787,296,353,1065,29,-114
666,481325_101534,125932299,286,8,207,25,-102
1997,481375_101501,125890571,351,348,450,25,-112
2550,481287_101536,125890330,344,353,739,32,-92
911,481358_101509,125931787,68,8,254,29,-116
1540,481332_101544,125932299,342,347,361,25,-111
3181,481326_101620,125932299,340,343,2268,25,-87
161,481359_101502,125890571,326,3,97,25,-91
2062,481365_101520,17854861,33,349,471,26,-87
839,481357_101514,125931787,41,359,241,29,-107
865,481339_101517,17854861,278,27,246,26,-94
2559,481338_101571,125890330,145,168,751,32,-112
1164,481340_101501,17854861,186,160,298,26,-90
1299,481323_101539,125932299,299,351,323,25,-99
2081,481376_101497,125890571,3,347,478,25,-123
791,481306_101552,125890330,25,359,232,32,-97
753,481353_101518,125931787,8,357,225,29,-92
1403,481370_101502,125890571,346,349,338,25,-119
2530,481373_101523,125890571,301,348,703,25,-89
69,481358_101499,125890571,16,7,66,25,-99
1923,481297_101547,125890330,2,355,433,32,-118
1287,481361_101512,17854861,54,354,320,26,-96
3044,481312_101446,125931787,178,169,1815,29,-95
817,481334_101539,125932299,353,349,238,25,-101
2726,481383_101532,125931787,29,351,982,29,-112
2902,481408_101479,125890571,17,346,1320,25,-107
145,481318_101552,125890330,140,146,93,32,-110
150,481329_101528,125932299,235,139,95,25,-91
1347,481333_101510,125931787,237,160,330,29,-76
1466,481367_101491,125890571,33,349,348,25,-112
941,481354_101519,17854861,9,351,259,26,-95
1217,481356_101520,125931787,13,355,307,29,-101
986,481371_101498,125870872,320,7,266,45,-105
2516,481374_101515,125870872,332,359,686,45,-106
1209,481358_101488,125890571,72,1,306,25,-116
651,481354_101492,125890571,93,115,205,25,-129
910,481358_101509,17854861,68,2,254,26,-103
883,481329_101539,125932299,323,350,250,25,-99
1622,481360_101520,17854861,24,350,375,26,-85
1152,481360_101511,125931787,58,0,296,29,-106
473,481380_101488,125870872,56,21,171,45,-82
166,481370_101490,125870872,281,67,98,45,-107
795,481358_101509,125890571,281,16,233,25,-121
499,481363_101499,125890571,2,353,175,25,-104
334,481378_101490,125870872,34,17,140,45,-82
230,481360_101502,125890571,331,359,116,25,-99
97,481313_101551,125890330,40,22,78,32,-97
2792,481267_101548,125890330,8,352,1121,32,-106
435,481379_101485,125870872,81,63,163,45,-92
2511,481349_101538,125931787,333,352,682,29,-107
2808,481405_101503,125890571,351,346,1144,25,-103
1369,481360_101517,17854861,34,351,334,26,-87
3217,481320_101604,125931787,313,350,2417,29,-87
944,481361_101509,125890571,296,357,259,25,-109
1080,481384_101492,125870872,38,6,283,45,-95
2238,481370_101516,17854861,47,350,542,26,-111
2701,481354_101538,125890330,206,168,932,32,-96
2469,481383_101506,125890571,342,347,651,25,-113
2731,481403_101516,125870872,16,357,995,45,-114
1323,481302_101553,125890330,25,357,327,32,-100
657,481379_101482,125870872,101,129,205,45,-104
2896,481354_101578,125932299,9,344,1308,25,-116
656,481356_101510,125931787,64,8,205,29,-112
752,481353_101518,17854861,8,352,225,26,-100
2887,481354_101577,125932299,9,344,1285,25,-111
2029,481363_101483,125890571,61,351,459,25,-99
138,481352_101499,125890571,156,147,89,25,-112
631,481355_101492,125890571,87,66,202,25,-119
1677,481389_101491,125870872,47,5,384,45,-106
620,481307_101549,125890330,7,0,200,32,-88
3228,481410_101458,125932299,116,161,2532,25,-109
1603,481386_101496,125870872,27,2,371,45,-113
1579,481370_101494,125890571,17,349,366,25,-96
3104,481338_101434,125931787,156,169,1936,29,-88
1648,481360_101497,125870872,276,43,380,45,-112
1616,481320_101539,125932299,291,353,374,25,-99
2837,481407_101501,125890571,353,346,1188,25,-104
3353,481312_101698,125932299,337,343,4243,25,-114
1525,481388_101485,125870872,69,15,358,45,-93
172,481351_101509,17854861,82,60,101,26,-100
587,481310_101555,125890330,54,7,193,32,-94
1604,481388_101483,125870872,76,23,371,45,-112
3027,481363_101431,125890571,79,349,1736,25,-111
3030,481426_101475,125890571,14,345,1742,25,-107
1714,481321_101541,125932299,299,350,391,25,-89
1547,481318_101535,125932299,276,20,363,25,-112
727,481377_101480,125870872,120,153,219,45,-110
3249,481430_101600,125932299,40,343,2857,25,-118
2016,481375_101497,125890571,3,348,455,25,-102
487,481340_101530,125932299,70,8,173,25,-120
3233,481403_101421,17854861,117,164,2592,26,-94
624,481363_101504,125890571,326,353,200,25,-106
1145,481358_101517,125931787,30,356,294,29,-90
2804,481305_101505,125890330,293,355,1137,32,-96
1632,481370_101507,125890571,328,349,377,25,-100
2771,481295_101503,125932299,221,161,1094,25,-111
1157,481360_101510,125931787,63,2,297,29,-98
740,481306_101550,125890330,13,359,223,32,-81
1198,481367_101494,125890571,22,350,304,25,-98
1048,481359_101509,17854861,68,0,277,26,-106
2500,481376_101515,125931787,51,353,673,29,-115
151,481331_101533,125932299,321,2,95,25,-85
1194,481360_101508,17854861,71,1,304,26,-93
1212,481382_101479,125870872,102,142,306,45,-110
617,481364_101499,125890571,1,352,198,25,-103
282,481378_101487,125870872,65,39,128,45,-78
1460,481301_101546,125890330,357,356,347,32,-112
3114,481371_101436,125931787,131,168,1953,29,-104
863,481305_101550,125890330,13,358,246,32,-80
124,481370_101489,125870872,268,92,86,45,-102
2403,481373_101519,125890571,307,348,623,25,-95
1372,481383_101497,125870872,17,3,334,45,-110
1345,481381_101477,125870872,111,155,329,45,-109
1296,481346_101533,125932299,60,352,322,25,-107
2998,481277_101499,125931787,231,168,1647,29,-103
1165,481360_101512,125931787,54,359,298,29,-101
408,481351_101516,17854861,6,355,158,26,-101
1535,481360_101519,125931787,27,355,360,29,-97
3076,481339_101436,125931787,155,169,1883,29,-98
2045,481297_101542,125890330,348,355,466,32,-104
2294,481374_101515,125890571,315,348,568,25,-104
3022,481278_101486,125931787,220,168,1714,29,-80
519,481351_101517,17854861,1,354,179,26,-93
2020,481296_101552,125890330,17,355,457,32,-120
302,481370_101492,125870872,298,33,134,45,-108
2283,481326_101508,125932299,182,160,563,25,-112
37,481374_101488,125870872,38,60,52,45,-89
3295,481383_101438,125890330,249,169,3193,32,-124
2737,481289_101532,125932299,259,156,1008,25,-80
2146,481367_101519,125931787,37,354,501,29,-76
3309,481308_101665,125932299,333,343,3437,25,-108
3086,481339_101435,125931787,155,169,1908,29,-91
3124,481410_101561,125890571,305,346,1978,25,-109
1934,481341_101511,125890571,213,161,435,25,-93
598,481380_101484,125870872,85,72,194,45,-101
2596,481313_101556,125932299,307,345,800,25,-90
868,481363_101507,125890571,311,353,246,25,-103
459,481366_101486,125870872,227,153,169,45,-109
521,481361_101505,125890571,313,356,179,25,-103
2704,481391_101518,125890571,327,346,934,25,-110
162,481372_101491,125870872,317,31,97,45,-92
1538,481380_101475,125870872,119,161,360,45,-108
3077,481356_101414,125870872,162,173,1885,45,-114
1627,481389_101488,125870872,58,8,375,45,-97
286,481359_101504,125890571,307,3,130,25,-104
1501,481345_101538,125932299,41,348,356,25,-105
1429,481362_101510,17854861,62,355,342,26,-100
241,481372_101492,125870872,320,23,119,45,-99
1802,481361_101521,125931787,23,354,408,29,-87
1162,481368_101503,125890571,341,350,297,25,-107
453,481309_101552,125890330,31,3,168,32,-95
1821,481365_101511,17854861,59,353,411,26,-104
140,481315_101546,125890330,292,39,90,32,-98
1628,481300_101545,125890330,354,355,376,32,-120
674,481358_101508,125890571,283,15,209,25,-112
1069,481347_101522,125931787,329,356,281,29,-120
1236,481369_101500,125890571,354,349,311,25,-111
1151,481360_101511,17854861,58,355,296,26,-104
542,481355_101512,17854861,50,358,183,26,-99
258,481335_101534,125932299,13,354,125,25,-93
1484,481319_101536,125932299,280,4,352,25,-105
55,481317_101551,125890330,137,133,62,32,-95
422,481333_101536,125932299,348,352,161,25,-94
414,481312_101544,125890330,314,7,159,32,-90
1646,481357_101523,17854861,8,349,380,26,-112
954,481384_101488,125870872,57,13,261,45,-94
2234,481383_101507,125870872,357,359,540,45,-108
2000,481296_101549,125890330,9,355,452,32,-100
2676,481385_101502,125931787,73,356,900,29,-83
1251,481359_101517,125931787,32,356,314,29,-97
2453,481362_101475,125890571,70,351,644,25,-110
2025,481367_101510,125931787,62,357,458,29,-95
1181,481360_101513,125931787,50,358,301,29,-100
985,481367_101501,125890571,349,350,266,25,-91
2570,481341_101480,125870872,226,170,761,45,-93
3320,481421_101448,125890330,234,170,3516,32,-106
163,481315_101553,125890330,88,85,98,32,-97
1526,481320_101538,125932299,288,355,359,25,-98
802,481357_101513,125931787,46,0,234,29,-106
1505,481382_101499,125870872,8,2,356,45,-95
3260,481411_101472,125890330,229,170,2933,32,-106
3127,481253_101498,125932299,234,161,2000,25,-97
2576,481396_101510,125870872,15,358,775,45,-111
3199,481276_101463,125890330,304,352,2347,32,-103
1645,481361_101519,125931787,29,355,379,29,-95
1556,481363_101510,17854861,62,354,365,26,-105
280,481356_101505,125890571,273,74,128,25,-97
599,481315_101557,125890330,94,112,195,32,-109
1924,481359_101483,125890571,73,356,433,25,-103
806,481332_101539,125932299,341,349,236,25,-106
1808,481359_101523,125931787,14,354,409,29,-105
1076,481304_101553,125890330,27,358,283,32,-97
1261,481341_101522,17854861,301,355,315,26,-104
3254,481388_101454,125890330,243,169,2915,32,-119
1028,481359_101511,125931787,58,1,273,29,-103
2143,481372_101513,125890571,316,348,500,25,-103
175,481314_101553,125890330,74,46,103,32,-92
1742,481364_101514,125931787,49,356,396,29,-97
642,481338_101536,125932299,25,350,204,25,-91
223,481343_101513,17854861,270,87,114,26,-85
78,481350_101511,17854861,52,22,69,26,-114
324,481312_101545,125890330,320,8,139,32,-88
1541,481346_101537,125932299,46,348,361,25,-106
462,481327_101534,125932299,294,3,170,25,-97
3270,481413_101472,125890330,228,170,2968,32,-114
2797,481419_101502,125870872,42,358,1125,45,-121
1240,481350_101523,17854861,342,350,312,26,-108
3350,481190_101658,125890330,51,351,3975,32,-92
2718,481388_101503,17854861,71,350,962,26,-111
376,481355_101506,125890571,262,122,152,25,-93
1264,481371_101500,125870872,321,5,315,45,-119
491,481366_101490,125870872,260,120,174,45,-106
2376,481398_101481,125870872,74,10,605,45,-106
3227,481241_101533,125931787,252,167,2513,29,-69
2466,481375_101515,17854861,51,349,650,26,-112
1073,481358_101489,125890571,71,1,282,25,-105
448,481369_101493,125870872,295,29,166,45,-110
3198,481296_101617,125932299,321,343,2345,25,-80
2509,481385_101502,125890571,350,347,681,25,-107
2828,481300_101493,125931787,219,168,1178,29,-80
2105,481351_101530,17854861,340,349,488,26,-121
1202,481323_101538,125932299,296,353,305,25,-97
1670,481372_101498,125890571,1,348,383,25,-105
2835,481314_101547,125931787,287,354,1187,29,-91
2067,481393_101485,125870872,67,9,472,45,-95
1753,481389_101493,125870872,41,3,398,45,-103
1842,481369_101489,125890571,34,349,415,25,-110
676,481378_101481,125870872,111,144,209,45,-113
2919,481381_101434,125870872,141,172,1357,45,-92
526,481357_101507,125890571,278,35,180,25,-104
721,481339_101536,125932299,30,350,219,25,-84
1433,481370_101503,125890571,343,349,342,25,-115
3146,481400_101521,125890330,208,169,2074,32,-105
1874,481390_101482,125870872,77,22,422,45,-96
2941,481295_101500,125890571,174,163,1398,25,-108
503,481380_101486,125870872,71,37,176,45,-88
3115,481265_101530,17854861,253,163,1957,26,-83
2026,481317_101541,125932299,291,351,459,25,-93
2193,481376_101491,125890571,19,347,523,25,-111
2319,481372_101514,17854861,53,350,578,26,-113
1744,481371_101472,125870872,156,167,397,45,-114
1410,481356_101500,125931787,109,156,339,29,-95
1091,481333_101541,125932299,346,348,286,25,-108
2613,481317_101528,125931787,269,90,819,29,-88
2539,481394_101467,125870872,103,160,712,45,-104
3095,481410_101502,125932299,94,153,1916,25,-105
578,481337_101536,125932299,19,350,191,25,-99
2476,481383_101507,125890571,340,347,657,25,-99
2814,481283_101536,125932299,263,153,1155,25,-110
240,481332_101525,125932299,171,150,119,25,-101
3214,481400_101428,125931787,117,168,2406,29,-88
2786,481354_101576,125890330,154,169,1111,32,-110
2561,481315_101555,125932299,309,345,754,25,-87
274,481378_101488,125870872,54,29,127,45,-77
2103,481334_101526,17854861,289,355,488,26,-89
205,481354_101496,125890571,102,124,109,25,-114
907,481305_101552,125890330,23,358,254,32,-106
165,481345_101514,125931787,297,25,98,29,-76
3122,481333_101433,125931787,160,169,1976,29,-96
692,481362_101494,125890571,37,353,212,25,-111
67,481354_101498,125890571,116,128,66,25,-110
1610,481348_101534,125932299,59,350,373,25,-115
83,481333_101527,125932299,151,140,71,25,-103
57,481314_101551,125890330,53,38,63,32,-106
1349,481387_101487,125870872,62,11,330,45,-95
1021,481381_101480,125870872,102,138,272,45,-109
1752,481371_101507,125890571,330,349,398,25,-94
2594,481389_101508,125890571,341,346,797,25,-108
3080,481268_101530,17854861,254,163,1890,26,-88
1857,481365_101514,125931787,49,356,419,29,-110
2471,481303_101526,125890330,308,355,653,32,-88
741,481355_101516,17854861,26,353,223,26,-97
2225,481319_101547,125932299,306,347,536,25,-87
2702,481350_101496,125932299,136,160,933,25,-87
2743,481391_101504,125931787,68,354,1025,29,-121
580,481352_101517,17854861,7,353,191,26,-96
2308,481372_101511,125931787,59,355,572,29,-115
962,481358_101514,125931787,43,358,263,29,-103
1512,481362_101515,17854861,44,351,357,26,-96
1634,481388_101493,125870872,40,3,377,45,-105
1870,481391_101488,125870872,58,6,421,45,-101
1965,481357_101526,125931787,2,353,443,29,-74
2899,481409_101518,125890571,335,346,1313,25,-102
1695,481372_101503,125890571,344,348,387,25,-116
1893,481363_101502,17854861,88,63,426,26,-120
1830,481365_101486,125890571,51,350,413,25,-108
3299,481314_101375,125890571,102,163,3274,25,-122
367,481339_101530,125932299,69,11,150,25,-107
2960,481378_101430,125870872,144,172,1449,45,-105
2131,481347_101515,125932299,118,157,495,25,-103
816,481331_101539,125932299,335,349,238,25,-112
2,481355_101500,125890571,169,102,28,25,-82
1925,481367_101504,125870872,310,4,433,45,-109
933,481358_101490,125890571,70,1,257,25,-107
1985,481359_101525,17854861,9,349,448,26,-98
747,481341_101534,125932299,47,352,224,25,-91
